,cds,county_code,district_code,school_code
555,30665143037348,30,66514,3037348
556,30665143037496,30,66514,3037496
557,30665223030434,30,66522,3030434
558,30665223032752,30,66522,3032752
559,30665223033578,30,66522,3033578
560,30665223033933,30,66522,3033933
561,30665223035581,30,66522,3035581
562,30665223035706,30,66522,3035706
563,30665223036555,30,66522,3036555
564,30665483030145,30,66548,3030145
565,30665483031895,30,66548,3031895
566,30665483032158,30,66548,3032158
567,30665483032943,30,66548,3032943
568,30665483034410,30,66548,3034410
569,30665483038445,30,66548,3038445
570,30665553033206,30,66555,3033206
571,30665973032000,30,66597,3032000
572,30665973035045,30,66597,3035045
573,30666213030046,30,66621,3030046
574,30666213031952,30,66621,3031952
575,30666213035409,30,66621,3035409
576,30666213038098,30,66621,3038098
577,30666470119404,30,66647,0119404
578,30666473030053,30,66647,3030053
579,30666473031929,30,66647,3031929
580,30666473038023,30,66647,3038023
581,30666700106567,30,66670,0106567
582,30666700108365,30,66670,0108365
583,30666700114736,30,66670,0114736
584,30666703030491,30,66670,3030491
585,30666703036357,30,66670,3036357
586,30666703036456,30,66670,3036456
587,30736353030061,30,73635,3030061
588,30736353030244,30,73635,3030244
589,30736353030392,30,73635,3030392
590,30736353034956,30,73635,3034956
591,30736430102871,30,73643,0102871
592,30736433032109,30,73643,3032109
593,30736433037553,30,73643,3037553
594,30736503030152,30,73650,3030152
595,30736503030285,30,73650,3030285
596,30736503030657,30,73650,3030657
597,30736503035102,30,73650,3035102
598,30739243033917,30,73924,3033917
599,31668940102293,31,66894,0102293
600,31668943131851,31,66894,3131851
601,31668943132453,31,66894,3132453
602,31668943135704,31,66894,3135704
603,31669280116459,31,66928,0116459
604,31669283130176,31,66928,3130176
605,31669283130184,31,66928,3130184
606,31669283135308,31,66928,3135308
607,31669283136504,31,66928,3136504
608,31669443130010,31,66944,3130010
609,31669443138500,31,66944,3138500
610,31669513134657,31,66951,3134657
611,31750850108084,31,75085,0108084
612,31750853130150,31,75085,3130150
613,33103300134320,33,10330,0134320
614,33669770125732,33,66977,0125732
615,33669773330008,33,66977,3330008
616,33669773334299,33,66977,3334299
617,33669853330214,33,66985,3330214
618,33669933330479,33,66993,3330479
619,33670330110627,33,67033,0110627
620,33670333330446,33,67033,3330446
621,33670333330701,33,67033,3330701
622,33670333331600,33,67033,3331600
623,33670333334232,33,67033,3334232
624,33670580118885,33,67058,0118885
625,33670583330388,33,67058,3330388
626,33670583330669,33,67058,3330669
627,33670583333192,33,67058,3333192
628,33670820106716,33,67082,0106716
629,33670820113159,33,67082,0113159
630,33670823330537,33,67082,3330537
631,33670823332673,33,67082,3332673
632,33670900114157,33,67090,0114157
633,33670903330412,33,67090,3330412
634,33670903337136,33,67090,3337136
635,33671243330396,33,67124,3330396
636,33671243330438,33,67124,3330438
637,33671243331071,33,67124,3331071
638,33671243333770,33,67124,3333770
639,33671573331014,33,67157,3331014
640,33671730127316,33,67173,0127316
641,33671733330578,33,67173,3330578
642,33671733330818,33,67173,3330818
643,33671733335130,33,67173,3335130
644,33671813335759,33,67181,3335759
645,33672070113191,33,67207,0113191
646,33672073330727,33,67207,3330727
647,33672073335973,33,67207,3335973
648,33672153330024,33,67215,3330024
649,33672153330859,33,67215,3330859
650,33672153334406,33,67215,3334406
651,33672153336237,33,67215,3336237
652,33672153336492,33,67215,3336492
653,33672493337656,33,67249,3337656
654,33736760100255,33,73676,0100255
655,33736760121673,33,73676,0121673
656,33736763330990,33,73676,3330990
657,33751760107920,33,75176,0107920
658,33751763330487,33,75176,3330487
659,33751763332350,33,75176,3332350
660,33751920105734,33,75192,0105734
661,33751923330370,33,75192,3330370
662,33751923330743,33,75192,3330743
663,33752000100420,33,75200,0100420
664,33752000118794,33,75200,0118794
665,33752003330529,33,75200,3330529
666,33752420109108,33,75242,0109108
667,33752423330552,33,75242,3330552
668,34673140105916,34,67314,0105916
669,34673140108753,34,67314,0108753
670,34673140116897,34,67314,0116897
671,34673143430170,34,67314,3430170
672,34673143430592,34,67314,3430592
673,34673143430618,34,67314,3430618
674,34673143430873,34,67314,3430873
675,34673143432572,34,67314,3432572
676,34673300113571,34,67330,0113571
677,34673303431533,34,67330,3431533
678,34673303433216,34,67330,3433216
679,34673550119131,34,67355,0119131
680,34673553433471,34,67355,3433471
681,34674134835302,34,67413,4835302
682,34674390101881,34,67439,0101881
683,34674390101899,34,67439,0101899
684,34674390101907,34,67439,0101907
685,34674390101972,34,67439,0101972
686,34674390102038,34,67439,0102038
687,34674390108951,34,67439,0108951
688,34674393430865,34,67439,3430865
689,34674393431012,34,67439,3431012
690,34674393434636,34,67439,3434636
691,34674393434768,34,67439,3434768
692,34674393435419,34,67439,3435419
693,34674473430048,34,67447,3430048
694,34674473430493,34,67447,3430493
695,34674473431111,34,67447,3431111
696,34674473432051,34,67447,3432051
697,34674473432317,34,67447,3432317
698,34674473435930,34,67447,3435930
699,34674473436714,34,67447,3436714
700,34674473438504,34,67447,3438504
701,34739733430378,34,73973,3430378
702,34752830102236,34,75283,0102236
703,34752830112425,34,75283,0112425
704,34752833430584,34,75283,3430584
705,34765050101832,34,76505,0101832
706,34765053433265,34,76505,3433265
707,34765053433794,34,76505,3433794
708,34765053434370,34,76505,3434370
709,34765053436979,34,76505,3436979
710,35752593530060,35,75259,3530060
711,36676113630803,36,67611,3630803
712,36676523630225,36,67652,3630225
713,36676523630373,36,67652,3630373
714,36676523630571,36,67652,3630571
715,36676523631058,36,67652,3631058
716,36676523631157,36,67652,3631157
717,36676523632205,36,67652,3632205
718,36676523633906,36,67652,3633906
719,36676523634482,36,67652,3634482
720,36676783630035,36,67678,3630035
721,36676783630522,36,67678,3630522
722,36676783631017,36,67678,3631017
723,36676783632502,36,67678,3632502
724,36676860125500,36,67686,0125500
725,36676863631322,36,67686,3631322
726,36676863632742,36,67686,3632742
727,36677100108191,36,67710,0108191
728,36677100120758,36,67710,0120758
729,36677103630555,36,67710,3630555
730,36677103630902,36,67710,3630902
731,36677103633302,36,67710,3633302
732,36677773638616,36,67777,3638616
733,36678013634169,36,67801,3634169
734,36678430118802,36,67843,0118802
735,36678433630779,36,67843,3630779
736,36678433635042,36,67843,3635042
737,36678500102830,36,67850,0102830
738,36678503630597,36,67850,3630597
739,36678503633005,36,67850,3633005
740,36678683635265,36,67868,3635265
741,36678760125450,36,67876,0125450
742,36678763631082,36,67876,3631082
743,36678763632221,36,67876,3632221
744,36678763634680,36,67876,3634680
745,36678763635844,36,67876,3635844
746,36678763636081,36,67876,3636081
747,36679340125419,36,67934,0125419
748,36679343630787,36,67934,3630787
749,36679343638012,36,67934,3638012
750,36679593638509,36,67959,3638509
751,36738583630076,36,73858,3630076
752,36738903630274,36,73890,3630274
753,36739573630233,36,73957,3630233
754,36750440119115,36,75044,0119115
755,36750443630407,36,75044,3630407
756,36750443630746,36,75044,3630746
757,36750513630563,36,75051,3630563
758,36750693637584,36,75069,3637584
759,36750773630423,36,75077,3630423
760,36750773630894,36,75077,3630894
761,37679833730447,37,67983,3730447
762,37680313731478,37,68031,3731478
763,37681060111195,37,68106,0111195
764,37681060127241,37,68106,0127241
765,37681063730058,37,68106,3730058
766,37681063731023,37,68106,3731023
767,37681063732062,37,68106,3732062
768,37681063735313,37,68106,3735313
769,37681223732179,37,68122,3732179
770,37681303730066,37,68130,3730066
771,37681303730702,37,68130,3730702
772,37681303731262,37,68130,3731262
773,37681303731692,37,68130,3731692
774,37681303731809,37,68130,3731809
775,37681303732336,37,68130,3732336
776,37681303732625,37,68130,3732625
777,37681303732732,37,68130,3732732
778,37681303734548,37,68130,3734548
779,37681303734761,37,68130,3734761
780,37681303737905,37,68130,3737905
781,37681713733219,37,68171,3733219
782,37682130129668,37,68213,0129668
783,37682133734878,37,68213,3734878
784,37682960118935,37,68296,0118935
785,37682963730074,37,68296,3730074
786,37682963730819,37,68296,3730819
787,37682963731528,37,68296,3731528
788,37682963735867,37,68296,3735867
789,37683380106732,37,68338,0106732
790,37683380107029,37,68338,0107029
791,37683380107052,37,68338,0107052
792,37683380107078,37,68338,0107078
793,37683380107086,37,68338,0107086
794,37683380107094,37,68338,0107094
795,37683380107102,37,68338,0107102
796,37683380107177,37,68338,0107177
797,37683380107219,37,68338,0107219
798,37683380108787,37,68338,0108787
799,37683380114025,37,68338,0114025
800,37683380114462,37,68338,0114462
801,37683380118851,37,68338,0118851
802,37683380122788,37,68338,0122788
803,37683380127647,37,68338,0127647
804,37683383730173,37,68338,3730173
805,37683383730181,37,68338,3730181
806,37683383730314,37,68338,3730314
807,37683383730884,37,68338,3730884
808,37683383731213,37,68338,3731213
809,37683383731247,37,68338,3731247
810,37683383732781,37,68338,3732781
811,37683383732997,37,68338,3732997
812,37683383733508,37,68338,3733508
813,37683383733698,37,68338,3733698
814,37683383734431,37,68338,3734431
815,37683383734654,37,68338,3734654
816,37683383735750,37,68338,3735750
817,37683460106328,37,68346,0106328
818,37683463730033,37,68346,3730033
819,37683463731007,37,68346,3731007
820,37683463737418,37,68346,3737418
821,37684110111831,37,68411,0111831
822,37684113730124,37,68411,3730124
823,37684113730405,37,68411,3730405
824,37684113730801,37,68411,3730801
825,37684113730843,37,68411,3730843
826,37684113731064,37,68411,3731064
827,37684113731502,37,68411,3731502
828,37684113731627,37,68411,3731627
829,37684113732849,37,68411,3732849
830,37684113733953,37,68411,3733953
831,37684113738226,37,68411,3738226
832,37684113738234,37,68411,3738234
833,37684523730728,37,68452,3730728
834,37684523738705,37,68452,3738705
835,37735510127423,37,73551,0127423
836,37735513730694,37,73551,3730694
837,37735693735206,37,73569,3735206
838,37735693739018,37,73569,3739018
839,37737910105726,37,73791,0105726
840,37737913737632,37,73791,3737632
841,37756143731114,37,75614,3731114
842,37764710114678,37,76471,0114678
843,37764710114694,37,76471,0114694
844,38684780107300,38,68478,0107300
845,38684780127530,38,68478,0127530
846,38684783830205,38,68478,3830205
847,38684783830254,38,68478,3830254
848,38684783830288,38,68478,3830288
849,38684783830403,38,68478,3830403
850,38684783830411,38,68478,3830411
851,38684783830437,38,68478,3830437
852,38684783831765,38,68478,3831765
853,38684783833241,38,68478,3833241
854,38684783833407,38,68478,3833407
855,38684783834082,38,68478,3834082
856,38684783834769,38,68478,3834769
857,38684783839081,38,68478,3839081
858,39685023932308,39,68502,3932308
859,39685693933801,39,68569,3933801
860,39685773933959,39,68577,3933959
861,39685850101956,39,68585,0101956
862,39685853930237,39,68585,3930237
863,39685853930443,39,68585,3930443
864,39685853934759,39,68585,3934759
865,39685853934783,39,68585,3934783
866,39685930101576,39,68593,0101576
867,39685930116376,39,68593,0116376
868,39685930126094,39,68593,0126094
869,39685933930310,39,68593,3930310
870,39685933932001,39,68593,3932001
871,39685933935103,39,68593,3935103
872,39686270130864,39,68627,0130864
873,39686503935756,39,68650,3935756
874,39686760108159,39,68676,0108159
875,39686760119743,39,68676,0119743
876,39686760123802,39,68676,0123802
877,39686760124248,39,68676,0124248
878,39686763932100,39,68676,3932100
879,39754990102392,39,75499,0102392
880,39754990119040,39,75499,0119040
881,39754993930302,39,75499,3930302
882,39754993938008,39,75499,3938008
883,39767600128967,39,76760,0128967
884,40687004030755,40,68700,4030755
885,40687590125328,40,68759,0125328
886,40688094034807,40,68809,4034807
887,40688094036703,40,68809,4036703
888,40688334037008,40,68833,4037008
889,40688414037701,40,68841,4037701
890,40754574035754,40,75457,4035754
891,40754654032009,40,75465,4032009
892,41688904132817,41,68890,4132817
893,41689240127548,41,68924,0127548
894,41689244133393,41,68924,4133393
895,41689244137535,41,68924,4137535
896,41689244137790,41,68924,4137790
897,41689404135331,41,68940,4135331
898,41690474130217,41,69047,4130217
899,41690474130472,41,69047,4130472
900,41690474130738,41,69047,4130738
901,41690474133070,41,69047,4133070
902,41690474134557,41,69047,4134557
903,41690474136370,41,69047,4136370
904,41690620112722,41,69062,0112722
905,41690620119503,41,69062,0119503
906,41690620126722,41,69062,0126722
907,41690624130993,41,69062,4130993
908,41690624133716,41,69062,4133716
909,41690624136693,41,69062,4136693
910,41690624138053,41,69062,4138053
911,41690704132551,41,69070,4132551
912,41690704137279,41,69070,4137279
913,42691464230587,42,69146,4230587
914,42692294230454,42,69229,4230454
915,42692294233060,42,69229,4233060
916,42693100102285,42,69310,0102285
917,42693104234613,42,69310,4234613
918,42693104236030,42,69310,4236030
919,42693284236345,42,69328,4236345
920,42750104231205,42,75010,4231205
921,42767864231726,42,76786,4231726
922,42767864235230,42,76786,4235230
923,42767864235727,42,76786,4235727
924,43104390123794,43,10439,0123794
925,43694014330239,43,69401,4330239
926,43694014330866,43,69401,4330866
927,43694014331955,43,69401,4331955
928,43694014336137,43,69401,4336137
929,43694014338505,43,69401,4338505
930,43694270116889,43,69427,0116889
931,43694270123745,43,69427,0123745
932,43694270125617,43,69427,0125617
933,43694274330015,43,69427,4330015
934,43694274330023,43,69427,4330023
935,43694274330031,43,69427,4330031
936,43694274330668,43,69427,4330668
937,43694274330692,43,69427,4330692
938,43694274332995,43,69427,4332995
939,43694274333639,43,69427,4333639
940,43694274334900,43,69427,4334900
941,43694274335204,43,69427,4335204
942,43694274335428,43,69427,4335428
943,43694274335907,43,69427,4335907
944,43694274337903,43,69427,4337903
945,43694684331799,43,69468,4331799
946,43694684332474,43,69468,4332474
947,43694684333316,43,69468,4333316
948,43694684334421,43,69468,4334421
949,43694684334462,43,69468,4334462
950,43694840114496,43,69484,0114496
951,43694840118380,43,69484,0118380
952,43694844332839,43,69484,4332839
953,43695344334371,43,69534,4334371
954,43695344337762,43,69534,4337762
955,43695830102368,43,69583,0102368
956,43695834333951,43,69583,4333951
957,43696094334116,43,69609,4334116
958,43696414332904,43,69641,4332904
959,43696414335782,43,69641,4335782
960,43696664330080,43,69666,4330080
961,43696664330585,43,69666,4330585
962,43696664333522,43,69666,4333522
963,43696664333795,43,69666,4333795
964,43696664335949,43,69666,4335949
965,43696664337200,43,69666,4337200
966,43696664338950,43,69666,4338950
967,43696744330122,43,69674,4330122
968,43696744338802,43,69674,4338802
969,43733874334470,43,73387,4334470
970,44697650100305,44,69765,0100305
971,44697990105858,44,69799,0105858
972,44697994430245,44,69799,4430245
973,44697994430518,44,69799,4430518
974,44697994437901,44,69799,4437901
975,44698074436754,44,69807,4436754
976,44698234430187,44,69823,4430187
977,44698234432340,44,69823,4432340
978,44698234437109,44,69823,4437109
979,44698234437406,44,69823,4437406
980,44754324430211,44,75432,4430211
981,45698564530028,45,69856,4530028
982,45698564530333,45,69856,4530333
983,45698564530804,45,69856,4530804
984,45701364530044,45,70136,4530044
985,45701364530267,45,70136,4530267
986,45701364532750,45,70136,4532750
987,45701364537304,45,70136,4537304
988,45752674531901,45,75267,4531901
989,47702504732707,47,70250,4732707
990,47704664734356,47,70466,4734356
991,47704664734901,47,70466,4734901
992,47704664735403,47,70466,4735403
993,47704664738753,47,70466,4738753
994,47705164739207,47,70516,4739207
995,47736844731253,47,73684,4731253
996,47764554733309,47,76455,4733309
997,48705244831004,48,70524,4831004
998,48705324832259,48,70532,4832259
999,48705404830170,48,70540,4830170
1000,48705404830451,48,70540,4830451
1001,48705404833000,48,70540,4833000
1002,48705654838801,48,70565,4838801
1003,48705734830089,48,70573,4830089
1004,48705734830113,48,70573,4830113
1005,48705734837803,48,70573,4837803
1006,48705814830196,48,70581,4830196
1007,48705814838504,48,70581,4838504
1008,49706074930400,49,70607,4930400
1009,49706074931507,49,70607,4931507
1010,49706564930855,49,70656,4930855
1011,49708624930012,49,70862,4930012
1012,49708624935151,49,70862,4935151
1013,49709204930160,49,70920,4930160
1014,49709204930244,49,70920,4930244
1015,49709204934154,49,70920,4934154
1016,49709204935292,49,70920,4935292
1017,49709204936803,49,70920,4936803
1018,49709534937256,49,70953,4937256
1019,49738820123786,49,73882,0123786
1020,49738824935482,49,73882,4935482
1021,49753584930228,49,75358,4930228
1022,49753904932554,49,75390,4932554
1023,50105045030234,50,10504,5030234
1024,50710430107136,50,71043,0107136
1025,50710430108076,50,71043,0108076
1026,50710435030879,50,71043,5030879
1027,50710685031521,50,71068,5031521
1028,50711750110593,50,71175,0110593
1029,50711750121129,50,71175,0121129
1030,50711755030010,50,71175,5030010
1031,50711755030135,50,71175,5030135
1032,50711755031380,50,71175,5031380
1033,50711755031802,50,71175,5031802
1034,50711755034905,50,71175,5034905
1035,50712175036256,50,71217,5036256
1036,50736015035902,50,73601,5035902
1037,50755495032651,50,75549,5032651
1038,50755565036850,50,75556,5036850
1039,50755645035654,50,75564,5035654
1040,50755725030259,50,75572,5030259
1041,50757395030283,50,75739,5030283
1042,50757395037700,50,75739,5037700
1043,51713735132758,51,71373,5132758
1044,51713995135256,51,71399,5135256
1045,51714495137500,51,71449,5137500
1046,51714640107722,51,71464,0107722
1047,51714645139001,51,71464,5139001
1048,52715065231709,52,71506,5231709
1049,52715715235106,52,71571,5235106
1050,52716395237201,52,71639,5237201
1051,53750285337407,53,75028,5337407
1052,53765135337456,53,76513,5337456
1053,54105460119602,54,10546,0119602
1054,54718605433230,54,71860,5433230
1055,54719935432414,54,71993,5432414
1056,54722490116368,54,72249,0116368
1057,54722495435409,54,72249,5435409
1058,54722495435466,54,72249,5435466
1059,54722560109751,54,72256,0109751
1060,54722560120659,54,72256,0120659
1061,54722565430046,54,72256,5430046
1062,54722565430368,54,72256,5430368
1063,54722565432828,54,72256,5432828
1064,54722565434527,54,72256,5434527
1065,54753255430210,54,75325,5430210
1066,54755230116590,54,75523,0116590
1067,54755235430251,54,75523,5430251
1068,54755235432786,54,75523,5432786
1069,54755235434113,54,75523,5434113
1070,54755235434931,54,75523,5434931
1071,54755315431184,54,75531,5431184
1072,54767945436282,54,76794,5436282
1073,54768365431598,54,76836,5431598
1074,55723895536503,55,72389,5536503
1075,55724135536750,55,72413,5536750
1076,55751845530076,55,75184,5530076
1077,55751845530084,55,75184,5530084
1078,56724545632021,56,72454,5632021
1079,56725205634076,56,72520,5634076
1080,56725460120634,56,72546,0120634
1081,56725465630389,56,72546,5630389
1082,56725465631619,56,72546,5631619
1083,56725465631742,56,72546,5631742
1084,56725465632849,56,72546,5632849
1085,56725465634548,56,72546,5634548
1086,56725465634761,56,72546,5634761
1087,56726035630322,56,72603,5630322
1088,56726035635008,56,72603,5635008
1089,56726035636188,56,72603,5636188
1090,56726525630348,56,72652,5630348
1091,56726525630793,56,72652,5630793
1092,56726525637822,56,72652,5637822
1093,56737595630116,56,73759,5630116
1094,56737595633748,56,73759,5633748
1095,56737595637004,56,73759,5637004
1096,56738745630132,56,73874,5630132
1097,56739405633250,56,73940,5633250
1098,56768285635776,56,76828,5635776
1099,57726865732904,57,72686,5732904
1100,57726945735154,57,72694,5735154
1101,57727025738505,57,72702,5738505
1102,57727100101162,57,72710,0101162
1103,57727105738802,57,72710,5738802
1104,58727365830013,58,72736,5830013
1105,58727365835202,58,72736,5835202
1106,58727695838305,58,72769,5838305
